"street","sale_price","sale_date","area","eq_area","atts","beds","baths","car_space","garage","ensuite"
"Majestic Grove Highbury SA 5089",725000,2011-08-10,735,372," 4 Beds, 1 Baths, 2 Lock Up Garages, 1 Ensuites",4,1,0,2,1
"Majestic Grove Highbury SA 5089",720000,2010-02-11,710,248," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Majestic Grove Highbury SA 5089",780000,2007-05-10,701,333," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Michigan Drive Highbury SA 5089",355000,2009-05-01,720,122," 3 Beds, 1 Baths, 1 Car Spaces, 2 Lock Up Garages",3,1,1,2,0
"Michigan Drive Highbury SA 5089",410000,2007-07-19,714,163," 4 Beds, 2 Baths",4,2,0,0,0
"Michigan Drive Highbury SA 5089",435000,2007-12-14,718,228," 3 Beds, 2 Baths, 1 Car Spaces, 1 Ensuites",3,2,1,0,1
"Mitchell Avenue Highbury SA 5089",330000,2012-06-29,729,100," 3 Beds, 1 Baths, 2 Car Spaces, 1 Lock Up Garages",3,1,2,1,0
"Monticle Street Highbury SA 5089",595000,2009-04-17,930,308," 5 Beds, 3 Baths, 2 Car Spaces, 2 Lock Up Garages, 2 Ensuites",5,3,2,2,2
"Monticle Street Highbury SA 5089",820000,2009-08-14,930,323," 5 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",5,2,2,2,1
"Monticle Street Highbury SA 5089",820000,2010-04-22,869,293," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Monticle Street Highbury SA 5089",730000,2008-10-22,1018,401," 4 Beds, 3 Baths, 3 Car Spaces, 3 Lock Up Garages, 1 Ensuites",4,3,3,3,1
"Monticle Street Highbury SA 5089",660000,2012-08-06,962,305," 5 Beds, 2 Baths, 2 Lock Up Garages, 1 Ensuites",5,2,0,2,1
"Nalga Court Highbury SA 5089",575000,2008-12-05,712,275," 1 Ensuites",0,0,0,0,1
"Nentura Street Highbury SA 5089",510000,2011-03-11,575,178," 3 Beds, 1 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,1,2,2,1
"Nentura Street Highbury SA 5089",465000,2010-01-07,712,156," 3 Beds, 3 Baths, 1 Car Spaces, 1 Ensuites",3,3,1,0,1
"Nentura Street Highbury SA 5089",435000,2011-09-09,766,166," 3 Beds, 2 Baths, 4 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,2,4,2,1
"Niquet Avenue Highbury SA 5089",470000,2012-06-25,633,227," 3 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,2,2,2,1
"Niquet Avenue Highbury SA 5089",436050,2007-04-27,592,210," 3 Beds, 2 Baths, 2 Car Spaces, 1 Ensuites",3,2,2,0,1
"Niquet Avenue Highbury SA 5089",465000,2008-09-18,631,157," 3 Beds, 1 Baths, 4 Car Spaces",3,1,4,0,0
"Nobel Court Highbury SA 5089",570000,2011-03-11,492,237," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Nobel Court Highbury SA 5089",440000,2012-01-05,401,206," 3 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,2,2,2,1
"Nobel Court Highbury SA 5089",470000,2010-04-30,395,222," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Nursery Way Highbury SA 5089",820000,2011-11-30,851,305," 1 Ensuites",0,0,0,0,1
"Observation Drive Highbury SA 5089",445000,2007-11-23,978,192," 4 Beds, 1 Baths",4,1,0,0,0
"Observation Drive Highbury SA 5089",455000,2010-05-17,1429,210," 4 Beds, 2 Baths, 4 Car Spaces, 4 Lock Up Garages, 1 Ensuites",4,2,4,4,1
"Observation Drive Highbury SA 5089",371000,2008-03-25,698,149," 4 Beds, 2 Baths, 1 Ensuites",4,2,0,0,1
"Observation Drive Highbury SA 5089",389000,2012-07-10,1747,112," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Observation Drive Highbury SA 5089",11400,2007-07-10,795,178," 3 Beds, 2 Baths",3,2,0,0,0
"Observation Drive Highbury SA 5089",561000,2011-09-01,836,240," 5 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",5,2,2,2,1
"Observation Drive Highbury SA 5089",480000,2009-02-06,751,163," 4 Beds, 2 Baths, 2 Car Spaces, 1 Ensuites",4,2,2,0,1
"Observation Drive Highbury SA 5089",385000,2011-05-06,713,123," 3 Beds, 2 Baths, 2 Car Spaces, 1 Ensuites",3,2,2,0,1
"Old Sheoak Court Highbury SA 5089",496000,2010-09-02,600,177," 6 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",6,2,1,1,1
"Old Sheoak Court Highbury SA 5089",455000,2007-08-24,500,182," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Old Sheoak Court Highbury SA 5089",475000,2007-03-06,560,293," 5 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",5,2,2,2,1
"Olive Court Highbury SA 5089",320000,2008-11-14,857,125," 3 Beds, 1 Baths, 1 Car Spaces, 2 Lock Up Garages",3,1,1,2,0
"Packers Drive Highbury SA 5089",380000,2011-03-31,664,166," 3 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages",3,2,1,1,0
"Packers Drive Highbury SA 5089",575000,2010-01-07,999,255," 5 Beds, 2 Baths, 2 Car Spaces, 3 Lock Up Garages",5,2,2,3,0
"Packers Drive Highbury SA 5089",415000,2012-01-19,667,112," 3 Beds, 1 Baths, 2 Car Spaces, 3 Lock Up Garages",3,1,2,3,0
"Packham Place Highbury SA 5089",655000,2010-08-06,715,224," 4 Beds, 2 Baths, 1 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,1,2,1
"Packham Place Highbury SA 5089",545000,2007-05-30,513,241," 1 Ensuites",0,0,0,0,1
"Paradise Close Highbury SA 5089",4e+05,2011-11-25,600,147," 3 Beds, 2 Baths, 2 Car Spaces, 1 Lock Up Garages, 1 Ensuites",3,2,2,1,1
"Paradise Grove Highbury SA 5089",330000,2012-01-24,758,134," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Paradise Grove Highbury SA 5089",370000,2007-12-11,960,186," 5 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",5,2,2,2,1
"Paradise Grove Highbury SA 5089",405000,2009-03-28,909,176," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Paradise Grove Highbury SA 5089",325000,2009-01-20,781,113," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Park Valley Drive Highbury SA 5089",540000,2007-04-19,771,310," 4 Beds, 2 Baths, 1 Ensuites",4,2,0,0,1
"Park Valley Drive Highbury SA 5089",360000,2009-02-03,714,179," 3 Beds, 2 Baths, 2 Car Spaces",3,2,2,0,0
"Park Valley Drive Highbury SA 5089",380000,2011-11-28,738,225," 3 Beds, 2 Baths, 2 Car Spaces, 4 Lock Up Garages",3,2,2,4,0
"Park Valley Drive Highbury SA 5089",325500,2007-10-24,719,135," 3 Beds, 1 Baths, 2 Car Spaces, 1 Lock Up Garages",3,1,2,1,0
"Park Valley Drive Highbury SA 5089",340000,2008-06-25,770,115," 3 Beds, 1 Baths, 2 Car Spaces",3,1,2,0,0
"Park Valley Drive Highbury SA 5089",450000,2012-12-20,774,170," 3 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,2,2,2,1
"Peridot Close Highbury SA 5089",405000,2011-01-19,700,125," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Perrin Street Highbury SA 5089",470000,2010-08-25,751,156," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Perrin Street Highbury SA 5089",450000,2012-08-02,589,223," 4 Beds, 2 Baths, 5 Car Spaces, 5 Lock Up Garages, 1 Ensuites",4,2,5,5,1
"Pioneer Court Highbury SA 5089",645000,2009-09-09,692,247," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Pioneer Court Highbury SA 5089",656850,2007-03-09,411,237," 1 Ensuites",0,0,0,0,1
"Pioneer Court Highbury SA 5089",850000,2009-05-19,1405,324," 3 Beds, 2 Baths, 4 Car Spaces, 4 Lock Up Garages, 1 Ensuites",3,2,4,4,1
"Radiata Road Highbury SA 5089",413000,2012-07-30,701,151," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Radiata Road Highbury SA 5089",595000,2009-03-19,1239,155," 3 Beds, 1 Baths, 2 Car Spaces",3,1,2,0,0
"Rayleigh Avenue Highbury SA 5089",440000,2012-06-29,686,195," 3 Beds, 2 Baths, 3 Car Spaces",3,2,3,0,0
"Rayleigh Avenue Highbury SA 5089",342000,2011-08-03,618,121," 3 Beds, 1 Baths, 3 Car Spaces, 1 Lock Up Garages",3,1,3,1,0
"Reids Road Highbury SA 5089",364000,2012-06-18,705,107," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Reids Road Highbury SA 5089",297000,2011-10-19,697,133," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Reids Road Highbury SA 5089",460000,2007-01-16,775,320," 4 Beds, 2 Baths, 2 Car Spaces",4,2,2,0,0
"Reids Road Highbury SA 5089",450000,2011-12-22,755,132," 3 Beds, 1 Baths, 3 Car Spaces, 1 Lock Up Garages",3,1,3,1,0
"Rogers Street Highbury SA 5089",350000,2011-08-31,774,93,"",0,0,0,0,0
"Rogers Street Highbury SA 5089",385000,2009-10-16,731,155," 3 Beds, 2 Baths, 4 Car Spaces",3,2,4,0,0
"Rogers Street Highbury SA 5089",360000,2008-09-26,658,139," 3 Beds, 1 Baths, 2 Car Spaces, 2 Lock Up Garages",3,1,2,2,0
"Rogers Street Highbury SA 5089",355000,2009-08-25,315,145,"",0,0,0,0,0
"Rogers Street Highbury SA 5089",363000,2011-05-18,866,115," 3 Beds, 2 Baths, 1 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,2,1,2,1
"Rogers Street Highbury SA 5089",345000,2011-11-01,730,102," 3 Beds, 1 Baths, 1 Car Spaces, 2 Lock Up Garages",3,1,1,2,0
"Rogers Street Highbury SA 5089",320000,2012-09-27,363,128," 3 Beds, 2 Baths, 1 Lock Up Garages, 1 Ensuites",3,2,0,1,1
"Rogers Street Highbury SA 5089",340000,2009-09-23,422,104," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Rosewood Road Highbury SA 5089",346000,2009-04-17,708,145," 3 Beds, 1 Baths, 2 Car Spaces, 2 Lock Up Garages",3,1,2,2,0
"Rosewood Road Highbury SA 5089",365000,2008-12-05,692,182," 3 Beds, 1 Baths, 2 Lock Up Garages, 1 Ensuites",3,1,0,2,1
"Rosewood Road Highbury SA 5089",345000,2011-02-16,701,148," 3 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages",3,2,1,1,0
"Rosewood Road Highbury SA 5089",360000,2007-07-04,574,137," 3 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",3,2,1,1,1
"Rosewood Road Highbury SA 5089",410000,2010-09-09,686,153," 3 Beds, 2 Baths, 1 Car Spaces, 1 Ensuites",3,2,1,0,1
"Rosewood Road Highbury SA 5089",430000,2010-07-30,340,164," 3 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,2,2,2,1
"Rosewood Road Highbury SA 5089",440000,2010-10-27,354,164," 3 Beds, 2 Baths, 2 Lock Up Garages",3,2,0,2,0
"Rosewood Road Highbury SA 5089",436500,2009-07-16,705,181," 4 Beds, 3 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,3,2,2,1
"Sapphire Crescent Highbury SA 5089",377000,2012-01-19,825,124," 3 Beds, 1 Baths, 6 Car Spaces, 2 Lock Up Garages",3,1,6,2,0
"Sapphire Crescent Highbury SA 5089",315000,2011-04-06,605,124," 3 Beds, 1 Baths, 2 Car Spaces, 2 Lock Up Garages",3,1,2,2,0
"Sassafras Drive Highbury SA 5089",443000,2008-01-17,812,150," 4 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",4,2,1,1,1
"Sassafras Drive Highbury SA 5089",492000,2012-05-28,611,193," 4 Beds, 3 Baths, 3 Car Spaces, 3 Lock Up Garages, 1 Ensuites",4,3,3,3,1
"Sassafras Drive Highbury SA 5089",280000,2010-02-05,814,207," 4 Beds, 1 Baths",4,1,0,0,0
"Sassafras Drive Highbury SA 5089",412000,2011-08-24,748,250," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Sassafras Drive Highbury SA 5089",407000,2012-07-19,723,165," 4 Beds, 1 Baths, 2 Car Spaces, 2 Lock Up Garages",4,1,2,2,0
"Sassafras Drive Highbury SA 5089",525000,2011-11-22,690,201," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Sassafras Drive Highbury SA 5089",525000,2009-02-11,703,202," 3 Beds, 2 Baths, 3 Car Spaces, 1 Ensuites",3,2,3,0,1
"Silverlake Crescent Highbury SA 5089",335000,2010-12-15,805,112," 4 Beds, 2 Baths, 2 Car Spaces, 1 Lock Up Garages",4,2,2,1,0
"Sun Crescent Highbury SA 5089",465000,2008-03-25,1492,153," 4 Beds, 2 Baths, 1 Car Spaces",4,2,1,0,0
"The Promenade Highbury SA 5089",775000,2009-09-10,834,304," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"The Promenade Highbury SA 5089",690000,2008-07-01,722,317," 5 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",5,2,2,2,1
"The Promenade Highbury SA 5089",890000,2012-09-26,681,368," 4 Beds, 2 Baths, 3 Car Spaces, 3 Lock Up Garages, 1 Ensuites",4,2,3,3,1
"The Promenade Highbury SA 5089",620000,2008-04-30,706,309," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"The Promenade Highbury SA 5089",560000,2009-12-03,802,232," 4 Beds, 2 Baths, 2 Car Spaces, 1 Ensuites",4,2,2,0,1
"Torrens View Court Highbury SA 5089",620500,2009-12-18,719,215," 4 Beds, 2 Baths, 2 Lock Up Garages, 1 Ensuites",4,2,0,2,1
"Torrens View Court Highbury SA 5089",495000,2007-12-28,685,186," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Trafford Road Highbury SA 5089",410000,2009-10-16,848,168," 3 Beds, 1 Baths, 1 Lock Up Garages, 1 Ensuites",3,1,0,1,1
"Trafford Road Highbury SA 5089",160000,2007-08-24,978,130,"",0,0,0,0,0
"Trafford Road Highbury SA 5089",372000,2008-07-21,816,132," 5 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages",5,2,2,2,0
"Trafford Road Highbury SA 5089",291000,2012-11-07,390,108," 2 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",2,1,1,1,1
"Urana Court Highbury SA 5089",6e+05,2010-06-29,853,292," 3 Beds, 1 Baths, 1 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,1,1,2,1
"Valerie Avenue Highbury SA 5089",371500,2009-04-03,991,123," 3 Beds, 1 Baths, 2 Car Spaces, 1 Ensuites",3,1,2,0,1
"Valerie Avenue Highbury SA 5089",370000,2007-08-16,793,213," 5 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages",5,2,1,1,0
"Valley Road Highbury SA 5089",340000,2007-12-13,754,141," 4 Beds, 2 Baths, 2 Car Spaces, 1 Lock Up Garages",4,2,2,1,0
"Valley Road Highbury SA 5089",333000,2012-09-27,845,113," 3 Beds, 1 Baths, 2 Car Spaces, 1 Lock Up Garages, 1 Ensuites",3,1,2,1,1
"Valley View Drive Highbury SA 5089",670000,2009-11-18,2600,209," 4 Beds, 3 Baths, 7 Car Spaces, 1 Ensuites",4,3,7,0,1
"Valley View Drive Highbury SA 5089",620000,2010-11-05,780,263," 4 Beds, 3 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,3,2,2,1
"Valley View Drive Highbury SA 5089",340000,2007-09-26,855,178," 3 Beds, 2 Baths, 1 Ensuites",3,2,0,0,1
"Valley View Drive Highbury SA 5089",465000,2012-03-02,791,170," 3 Beds, 1 Baths, 2 Car Spaces, 2 Lock Up Garages",3,1,2,2,0
"Valley View Drive Highbury SA 5089",465000,2007-01-22,1545,234," 4 Beds, 2 Baths, 1 Ensuites",4,2,0,0,1
"Valley View Drive Highbury SA 5089",355000,2008-06-20,682,243," 4 Beds, 3 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,3,2,2,1
"Valley View Drive Highbury SA 5089",382000,2008-09-05,716,220," 4 Beds, 1 Baths, 2 Car Spaces, 2 Lock Up Garages",4,1,2,2,0
"Valley View Drive Highbury SA 5089",773000,2010-10-11,1124,356," 4 Beds, 3 Baths, 2 Car Spaces, 2 Lock Up Garages",4,3,2,2,0
"Valley View Drive Highbury SA 5089",495000,2008-10-07,789,182," 4 Beds, 1 Baths, 1 Car Spaces",4,1,1,0,0
"Valley View Drive Highbury SA 5089",180000,2012-08-17,761,131," 3 Beds, 1 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,1,2,2,1
"Valley View Drive Highbury SA 5089",630000,2012-02-28,711,243," 4 Beds, 3 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,3,2,2,1
"Vasey Court Highbury SA 5089",485000,2008-11-20,708,216," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Vasey Court Highbury SA 5089",540000,2012-04-04,737,182," 4 Beds, 2 Baths, 3 Car Spaces, 3 Lock Up Garages, 1 Ensuites",4,2,3,3,1
"Vasey Court Highbury SA 5089",560000,2009-07-01,840,214," 4 Beds, 1 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,1,2,2,1
"Vernons Drive Highbury SA 5089",510000,2008-02-14,883,253," 5 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",5,1,1,1,0
"Vernons Drive Highbury SA 5089",430000,2007-11-27,692,218," 3 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",3,2,1,1,1
"Vernons Drive Highbury SA 5089",420000,2011-05-09,697,160," 3 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",3,2,1,1,1
"Walker Place Highbury SA 5089",855000,2012-07-27,764,253," 4 Beds, 2 Baths, 6 Car Spaces, 4 Lock Up Garages, 1 Ensuites",4,2,6,4,1
"Walker Place Highbury SA 5089",625000,2011-03-24,893,217," 4 Beds, 2 Baths, 2 Car Spaces, 1 Ensuites",4,2,2,0,1
"Wattlebird Drive Highbury SA 5089",420000,2012-09-11,723,170," 4 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",4,2,1,1,1
"Wattlebird Drive Highbury SA 5089",425000,2008-10-24,753,194," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Wattlebird Drive Highbury SA 5089",393000,2008-10-21,720,139," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Wendy Court Highbury SA 5089",360000,2012-03-16,794,139," 3 Beds, 1 Baths, 2 Car Spaces",3,1,2,0,0
"Wendy Court Highbury SA 5089",350000,2010-09-08,610,142," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Wendy Court Highbury SA 5089",330000,2007-04-30,639,160," 4 Beds, 2 Baths, 2 Car Spaces, 1 Ensuites",4,2,2,0,1
"Wicks Road Highbury SA 5089",520000,2011-03-10,726,259," 3 Beds, 2 Baths, 3 Car Spaces, 3 Lock Up Garages, 1 Ensuites",3,2,3,3,1
"Wicks Road Highbury SA 5089",410000,2012-04-17,631,190," 2 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",2,2,2,2,1
"Wicks Road Highbury SA 5089",710000,2012-08-30,1270,370," 5 Beds, 3 Baths, 3 Car Spaces, 2 Lock Up Garages, 1 Ensuites",5,3,3,2,1
"Wicks Road Highbury SA 5089",515000,2010-10-24,872,229," 3 Beds, 2 Baths, 1 Car Spaces, 1 Ensuites",3,2,1,0,1
"Wicks Road Highbury SA 5089",570000,2010-12-17,787,277," 4 Beds, 3 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,3,2,2,1
"Windsor Road Highbury SA 5089",390000,2007-10-11,726,156," 3 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,2,2,2,1
"Windsor Road Highbury SA 5089",425000,2007-04-12,840,185," 3 Beds, 2 Baths, 1 Ensuites",3,2,0,0,1
"Xavier Street Highbury SA 5089",565500,2010-12-08,759,236," 3 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,2,2,2,1
"Xavier Street Highbury SA 5089",331000,2009-06-30,592,127," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Xavier Street Highbury SA 5089",320000,2007-06-07,611,148," 3 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",3,2,1,1,1
"Xavier Street Highbury SA 5089",475000,2012-10-05,859,178," 4 Beds, 2 Baths, 2 Car Spaces, 1 Lock Up Garages, 1 Ensuites",4,2,2,1,1
"Xavier Street Highbury SA 5089",445000,2007-07-23,939,251," 4 Beds, 1 Baths, 4 Car Spaces, 1 Lock Up Garages",4,1,4,1,0
"Xavier Street Highbury SA 5089",320000,2012-02-21,749,125," 3 Beds, 1 Baths, 2 Car Spaces, 1 Lock Up Garages",3,1,2,1,0
"Xavier Street Highbury SA 5089",332500,2012-03-21,792,99," 3 Beds, 1 Baths, 2 Car Spaces, 1 Lock Up Garages",3,1,2,1,0
"Zircon Crescent Highbury SA 5089",315000,2007-08-07,799,133," 3 Beds, 1 Baths, 1 Car Spaces, 1 Ensuites",3,1,1,0,1
"Zircon Crescent Highbury SA 5089",345000,2012-08-13,589,126," 3 Beds, 1 Baths, 2 Lock Up Garages",3,1,0,2,0
"Zircon Crescent Highbury SA 5089",357000,2011-03-18,616,126," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Zircon Crescent Highbury SA 5089",315000,2009-07-24,610,118," 3 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages",3,2,1,1,0
"Addolorata Court Highbury SA 5089",560000,2015-03-19,608,213," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 2 Ensuites",4,2,2,2,2
"Addolorata Court Highbury SA 5089",512500,2015-08-21,669,220," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Addolorata Court Highbury SA 5089",456000,2014-06-04,680,177," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 2 Ensuites",4,2,2,2,2
"Alister Street Highbury SA 5089",490000,2013-11-01,758,165," 4 Beds, 2 Baths, 4 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,4,2,1
"Alister Street Highbury SA 5089",340000,2013-03-19,641,128," 4 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",4,2,1,1,1
"Amber Road Highbury SA 5089",353500,2013-07-18,625,102,"",0,0,0,0,0
"Amber Road Highbury SA 5089",390000,2015-05-13,1491,130," 3 Beds, 2 Baths, 1 Car Spaces, 1 Ensuites",3,2,1,0,1
"Amber Road Highbury SA 5089",370000,2015-04-30,780,106," 3 Beds, 1 Baths, 1 Car Spaces, 1 Ensuites",3,1,1,0,1
"Amber Road Highbury SA 5089",592500,2015-08-18,469,227," 4 Beds, 2 Baths, 2 Car Spaces, 1 Lock Up Garages, 2 Ensuites",4,2,2,1,2
"Amber Road Highbury SA 5089",562000,2016-01-21,469,227," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 2 Ensuites",4,2,2,2,2
"Amber Road Highbury SA 5089",5e+05,2016-01-21,420,187," 3 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 2 Ensuites",3,2,2,2,2
"Amber Road Highbury SA 5089",330000,2013-07-25,784,112," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Amber Road Highbury SA 5089",353500,2016-01-20,428,102," 3 Beds, 1 Baths, 3 Car Spaces, 1 Ensuites",3,1,3,0,1
"Amber Road Highbury SA 5089",379000,2015-11-20,755,100," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",3,1,1,1,1
"Amber Road Highbury SA 5089",330000,2015-11-04,361,125," 3 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",3,2,1,1,1
"Andrea Street Highbury SA 5089",408000,2015-06-23,596,139," 3 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",3,2,1,1,1
"Andrea Street Highbury SA 5089",408000,2013-02-26,609,115," 3 Beds, 2 Baths, 4 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,2,4,2,1
"Andrea Street Highbury SA 5089",460000,2015-08-28,640,205," 4 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",4,2,1,1,1
"Andrea Street Highbury SA 5089",390000,2014-05-14,605,113," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Atlanta Court Highbury SA 5089",449000,2015-12-16,746,112," 3 Beds, 2 Baths, 2 Car Spaces, 1 Lock Up Garages, 1 Ensuites",3,2,2,1,1
"Awoonga Road Highbury SA 5089",385000,2013-04-30,741,151," 4 Beds, 2 Baths, 1 Car Spaces, 3 Lock Up Garages, 1 Ensuites",4,2,1,3,1
"Awoonga Road Highbury SA 5089",425000,2016-01-07,805,173," 4 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",4,2,1,1,1
"Awoonga Road Highbury SA 5089",410000,2014-11-21,819,176," 4 Beds, 2 Baths, 2 Car Spaces, 2 Ensuites",4,2,2,0,2
"Avenue Highbury SA 5089",405000,2014-12-11,301,134," 2 Ensuites",0,0,0,0,2
"Avenue Highbury SA 5089",385000,2015-03-26,319,127," 2 Ensuites",0,0,0,0,2
"Barns Avenue Highbury SA 5089",480500,2014-06-12,954,186," 4 Beds, 2 Baths, 9 Car Spaces, 1 Lock Up Garages, 1 Ensuites",4,2,9,1,1
"Barns Avenue Highbury SA 5089",390000,2015-06-30,749,111," 3 Beds, 1 Baths, 1 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,1,1,2,1
"Barns Avenue Highbury SA 5089",454000,2014-11-27,362,158," 3 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 2 Ensuites",3,2,2,2,2
"Barns Avenue Highbury SA 5089",350000,2014-04-20,600,113," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
