"street","sale_price","sale_date","area","eq_area","atts","beds","baths","car_space","garage","ensuite"
"Coulls Road Athelstone SA 5076",425000,2008-04-22,350,131," 3 Beds, 2 Baths, 1 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,2,1,2,1
"Coulls Road Athelstone SA 5076",350000,2007-06-14,992,133," 4 Beds, 2 Baths, 2 Car Spaces, 1 Lock Up Garages",4,2,2,1,0
"Coventry Drive Athelstone SA 5076",335000,2008-04-29,735,133," 3 Beds, 2 Baths, 1 Car Spaces, 1 Ensuites",3,2,1,0,1
"Coventry Drive Athelstone SA 5076",399000,2009-04-27,672,170," 3 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",3,2,1,1,1
"Crestwood Drive Athelstone SA 5076",325000,2006-12-07,541,108," 3 Beds, 1 Baths, 3 Car Spaces, 1 Ensuites",3,1,3,0,1
"Cyril-John Court Athelstone SA 5076",4e+05,2006-05-16,745,207," 4 Beds, 2 Baths, 2 Car Spaces, 1 Ensuites",4,2,2,0,1
"Day Road Athelstone SA 5076",330000,2007-04-30,727,144," 3 Beds, 1 Baths, 1 Lock Up Garages, 1 Ensuites",3,1,0,1,1
"Deepdene Avenue Athelstone SA 5076",419950,2009-02-27,700,172," 4 Beds, 2 Baths, 1 Ensuites",4,2,0,0,1
"Demeter Avenue Athelstone SA 5076",355000,2009-06-10,891,122," 4 Beds, 1 Baths, 6 Car Spaces, 3 Lock Up Garages",4,1,6,3,0
"Dinham Court Athelstone SA 5076",615000,2009-03-03,859,268," 5 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",5,2,2,2,1
"Dinham Road Athelstone SA 5076",594000,2008-12-08,516,289," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Dinham Road Athelstone SA 5076",470000,2008-12-15,524,201," 3 Beds, 2 Baths, 1 Lock Up Garages",3,2,0,1,0
"Dinham Road Athelstone SA 5076",515000,2009-06-05,714,209," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Dinham Road Athelstone SA 5076",425000,2006-05-25,770,270," 5 Beds, 2 Baths, 2 Car Spaces, 1 Ensuites",5,2,2,0,1
"Dolling Court Athelstone SA 5076",372500,2006-05-31,554,179," 3 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",3,2,1,1,1
"Elizabeth Street Athelstone SA 5076",272000,2006-11-16,679,111," 3 Beds, 1 Baths, 1 Car Spaces, 2 Lock Up Garages",3,1,1,2,0
"Elkin Street Athelstone SA 5076",160000,2009-03-13,329,200," 3 Beds, 3 Baths, 1 Ensuites",3,3,0,0,1
"Ellen Street Athelstone SA 5076",295000,2008-08-28,421,111," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Ellen Street Athelstone SA 5076",339750,2008-04-30,285,114,"",0,0,0,0,0
"Emanuel Street Athelstone SA 5076",302500,2009-01-07,559,110," 4 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",4,1,1,1,0
"Emanuel Street Athelstone SA 5076",350000,2008-03-19,609,101," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Emanuel Street Athelstone SA 5076",340500,2007-05-09,551,99," 3 Beds, 2 Baths, 4 Car Spaces, 1 Lock Up Garages",3,2,4,1,0
"Emanuel Street Athelstone SA 5076",315000,2007-05-10,584,105," 4 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages",4,2,1,1,0
"Emerald Court Athelstone SA 5076",525000,2008-11-27,709,216," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Everest Avenue Athelstone SA 5076",350000,2009-11-19,694,163," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Ey Court Athelstone SA 5076",460000,2007-12-06,712,221," 4 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",4,2,1,1,1
"Fox Avenue Athelstone SA 5076",232500,2006-10-11,627,98," 3 Beds, 1 Baths, 2 Car Spaces",3,1,2,0,0
"Galatea Avenue Athelstone SA 5076",305000,2007-03-30,641,129," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Galaxy Way Athelstone SA 5076",395000,2009-12-17,568,137," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Galaxy Way Athelstone SA 5076",320000,2009-04-02,548,143," 3 Beds, 1 Baths",3,1,0,0,0
"Galaxy Way Athelstone SA 5076",378500,2008-09-10,565,145," 3 Beds, 1 Baths, 1 Lock Up Garages",3,1,0,1,0
"Galaxy Way Athelstone SA 5076",550000,2006-09-27,850,283," 1 Ensuites",0,0,0,0,1
"Galaxy Way Athelstone SA 5076",385000,2006-12-12,669,211," 3 Beds, 2 Baths, 2 Car Spaces",3,2,2,0,0
"Galaxy Way Athelstone SA 5076",275000,2007-05-10,326,118," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Geary Place Athelstone SA 5076",370000,2009-03-26,558,174," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Gladys Crescent Athelstone SA 5076",365000,2008-09-15,740,126," 3 Beds, 1 Baths, 2 Car Spaces",3,1,2,0,0
"Gladys Crescent Athelstone SA 5076",415000,2009-10-09,698,124," 3 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,2,2,2,1
"Gorge Road Athelstone SA 5076",370000,2007-05-08,661,150," 3 Beds, 1 Baths, 2 Car Spaces, 2 Lock Up Garages",3,1,2,2,0
"Gorge Road Athelstone SA 5076",306000,2006-05-12,634,127," 3 Beds, 1 Baths, 1 Lock Up Garages",3,1,0,1,0
"Gorge Road Athelstone SA 5076",264500,2006-11-09,562,150," 3 Beds, 2 Baths, 2 Car Spaces",3,2,2,0,0
"Gorge Road Athelstone SA 5076",375000,2009-07-24,574,174," 4 Beds, 2 Baths, 2 Car Spaces, 1 Ensuites",4,2,2,0,1
"Gorge Road Athelstone SA 5076",2500000,2009-08-25,NA,169," 2 Beds, 1 Baths, 1 Car Spaces, 2 Lock Up Garages",2,1,1,2,0
"Gorge Road Athelstone SA 5076",360000,2006-02-08,609,184," 4 Beds, 2 Baths, 1 Lock Up Garages",4,2,0,1,0
"Gorge Road Athelstone SA 5076",305000,2006-05-11,393,125," 3 Beds, 1 Baths, 1 Lock Up Garages, 2 Ensuites",3,1,0,1,2
"Gorge Road Athelstone SA 5076",320000,2009-02-06,760,106," 2 Beds, 1 Baths, 4 Car Spaces, 1 Lock Up Garages",2,1,4,1,0
"Gorge Road Athelstone SA 5076",385000,2006-11-03,280,187," 3 Beds, 2 Baths, 1 Lock Up Garages, 1 Ensuites",3,2,0,1,1
"Grahame Drive Athelstone SA 5076",345500,2009-12-10,576,244," 4 Beds, 2 Baths, 3 Car Spaces, 1 Ensuites",4,2,3,0,1
"Greenbank Road Athelstone SA 5076",410000,2009-11-10,956,107," 3 Beds, 1 Baths, 2 Car Spaces, 2 Lock Up Garages",3,1,2,2,0
"Greenbank Road Athelstone SA 5076",285000,2006-08-10,764,127," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages",4,2,2,2,0
"Greenside Avenue Athelstone SA 5076",290000,2006-04-03,884,148," 5 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",5,2,2,2,1
"Greenside Avenue Athelstone SA 5076",375000,2009-07-29,765,120," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Greenside Avenue Athelstone SA 5076",308000,2007-08-27,792,95," 3 Beds, 1 Car Spaces",3,0,1,0,0
"Greenside Avenue Athelstone SA 5076",375000,2008-01-31,763,154," 3 Beds, 1 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,1,2,2,1
"Greenside Avenue Athelstone SA 5076",380000,2009-03-18,748,151," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Grevillea Avenue Athelstone SA 5076",591000,2007-07-26,666,256," 4 Beds, 2 Baths, 2 Car Spaces, 1 Lock Up Garages, 1 Ensuites",4,2,2,1,1
"Griggs Drive Athelstone SA 5076",418000,2009-10-23,588,143," 3 Beds, 2 Baths, 2 Car Spaces, 3 Lock Up Garages, 1 Ensuites",3,2,2,3,1
"Griggs Drive Athelstone SA 5076",357000,2007-10-03,794,147," 3 Beds, 2 Baths, 1 Car Spaces",3,2,1,0,0
"Griggs Drive Athelstone SA 5076",273000,2006-06-29,507,140," 3 Beds, 2 Baths, 1 Car Spaces",3,2,1,0,0
"Griggs Drive Athelstone SA 5076",345000,2008-04-17,574,151," 4 Beds, 2 Baths, 1 Car Spaces, 2 Lock Up Garages",4,2,1,2,0
"Grosvenor Court Athelstone SA 5076",507500,2009-04-24,351,142," 3 Beds, 2 Baths, 4 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,2,4,2,1
"Grosvenor Court Athelstone SA 5076",419950,2007-01-25,354,143," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Hakea Avenue Athelstone SA 5076",475000,2009-07-22,732,193," 3 Beds, 2 Baths, 2 Lock Up Garages, 1 Ensuites",3,2,0,2,1
"Hakea Avenue Athelstone SA 5076",382000,2006-09-07,580,125," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Hockley Terrace Athelstone SA 5076",380000,2006-07-25,651,215," 5 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",5,2,2,2,1
"Hockley Terrace Athelstone SA 5076",920000,2007-08-03,2649,491," 4 Beds, 5 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,5,2,2,1
"James Place Athelstone SA 5076",502000,2008-01-24,1131,227," 4 Beds, 2 Baths, 3 Car Spaces, 1 Ensuites",4,2,3,0,1
"Joann Street Athelstone SA 5076",401000,2009-07-08,730,121," 3 Beds, 2 Baths, 2 Car Spaces, 3 Lock Up Garages, 1 Ensuites",3,2,2,3,1
"Johnson Road Athelstone SA 5076",340000,2006-02-22,823,150," 4 Beds, 2 Baths, 1 Car Spaces",4,2,1,0,0
"Judith Drive Athelstone SA 5076",290000,2007-08-02,780,137," 4 Beds, 1 Baths, 2 Car Spaces",4,1,2,0,0
"Kantilla Drive Athelstone SA 5076",287000,2008-12-15,1181,106," 3 Beds, 2 Baths, 2 Car Spaces",3,2,2,0,0
"Kerley Crescent Athelstone SA 5076",294000,2006-12-15,646,107," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Kerley Crescent Athelstone SA 5076",285000,2006-11-06,576,113," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Kerley Crescent Athelstone SA 5076",270000,2006-08-20,679,94," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Kerley Crescent Athelstone SA 5076",392500,2009-07-24,1043,108," 3 Beds, 1 Baths, 2 Car Spaces, 1 Lock Up Garages",3,1,2,1,0
"Kerry Street Athelstone SA 5076",372500,2006-10-04,1800,188," 7 Beds, 3 Baths, 2 Car Spaces",7,3,2,0,0
"Kerry Street Athelstone SA 5076",260000,2006-03-15,490,130," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Kildare Avenue Athelstone SA 5076",378000,2007-06-26,731,146," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Kildare Avenue Athelstone SA 5076",4e+05,2008-01-23,591,182," 4 Beds, 2 Baths, 2 Car Spaces, 1 Ensuites",4,2,2,0,1
"Kildare Avenue Athelstone SA 5076",447500,2009-12-17,576,160," 3 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",3,2,1,1,1
"King George Avenue Athelstone SA 5076",691000,2006-09-15,759,340," 4 Beds, 2 Baths, 1 Ensuites",4,2,0,0,1
"King George Avenue Athelstone SA 5076",531250,2008-09-12,704,219," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Kirkevue Road Athelstone SA 5076",252500,2006-01-11,694,78," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Kirkevue Road Athelstone SA 5076",351000,2007-08-16,710,127," 3 Beds, 2 Baths",3,2,0,0,0
"Kirkevue Road Athelstone SA 5076",262000,2006-03-03,809,114," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Kirkevue Road Athelstone SA 5076",225000,2006-03-27,676,105," 3 Beds, 1 Baths, 1 Lock Up Garages",3,1,0,1,0
"Kirkevue Road Athelstone SA 5076",352000,2007-12-20,910,120," 3 Beds, 1 Baths, 2 Car Spaces",3,1,2,0,0
"Kirkevue Road Athelstone SA 5076",350000,2008-05-27,828,100," 3 Beds, 1 Baths, 4 Car Spaces, 2 Lock Up Garages",3,1,4,2,0
"Kirkevue Road Athelstone SA 5076",240000,2008-02-04,348,99," 3 Beds, 1 Baths, 4 Lock Up Garages",3,1,0,4,0
"Kurrajong Avenue Athelstone SA 5076",345000,2006-08-25,676,201," 4 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages",4,2,1,1,0
"Kurrajong Avenue Athelstone SA 5076",650000,2009-12-10,501,220," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Kym Street Athelstone SA 5076",620000,2009-11-16,610,240," 5 Beds, 2 Baths, 1 Car Spaces, 2 Lock Up Garages, 1 Ensuites",5,2,1,2,1
"Linda Drive Athelstone SA 5076",353000,2006-02-19,357,156," 3 Beds, 1 Baths, 1 Ensuites",3,1,0,0,1
"Linda Drive Athelstone SA 5076",354000,2006-04-21,346,156," 1 Ensuites",0,0,0,0,1
"Linear Park Court Athelstone SA 5076",523000,2008-02-12,1150,176," 3 Beds, 2 Baths, 2 Car Spaces, 1 Lock Up Garages, 1 Ensuites",3,2,2,1,1
"Lorelle Avenue Athelstone SA 5076",446500,2008-12-08,569,186," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Lorraine Street Athelstone SA 5076",320000,2007-10-26,741,139," 3 Beds, 1 Baths, 1 Lock Up Garages",3,1,0,1,0
"Lorraine Street Athelstone SA 5076",310000,2007-06-07,347,145," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Lower Athelstone Road Athelstone SA 5076",320000,2008-01-17,515,123," 4 Beds, 1 Baths, 1 Car Spaces",4,1,1,0,0
"Lower Athelstone Road Athelstone SA 5076",307500,2009-06-30,420,115," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Lower Athelstone Road Athelstone SA 5076",288000,2008-12-19,443,108," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Lower Athelstone Road Athelstone SA 5076",363000,2007-10-26,730,112," 4 Beds, 1 Baths, 2 Car Spaces, 1 Lock Up Garages",4,1,2,1,0
"Lower Athelstone Road Athelstone SA 5076",352500,2009-11-16,361,132," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Lower Athelstone Road Athelstone SA 5076",355000,2006-11-16,1099,138," 3 Beds, 1 Baths, 2 Car Spaces",3,1,2,0,0
"Lower Athelstone Road Athelstone SA 5076",470500,2008-04-07,974,96," 3 Beds, 1 Baths, 3 Car Spaces",3,1,3,0,0
"Lymn Avenue Athelstone SA 5076",367500,2006-06-29,933,221," 3 Beds, 3 Baths, 3 Car Spaces, 1 Lock Up Garages, 1 Ensuites",3,3,3,1,1
"Manor Court Athelstone SA 5076",430000,2009-11-26,500,215," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Manresa Court Athelstone SA 5076",450000,2009-02-12,1281,134," 3 Beds, 2 Baths, 3 Car Spaces, 3 Lock Up Garages",3,2,3,3,0
"Marybank Terrace Athelstone SA 5076",395500,2008-05-14,785,135," 3 Beds, 1 Baths, 3 Car Spaces",3,1,3,0,0
"Marybank Terrace Athelstone SA 5076",340000,2009-10-26,837,120," 1 Beds, 1 Baths, 1 Car Spaces, 2 Lock Up Garages",1,1,1,2,0
"Maryvale Road Athelstone SA 5076",353000,2009-04-27,986,148," 3 Beds, 1 Baths, 1 Car Spaces, 2 Lock Up Garages",3,1,1,2,0
"Maryvale Road Athelstone SA 5076",297500,2007-07-27,731,106," 3 Beds, 1 Baths, 4 Car Spaces, 4 Lock Up Garages",3,1,4,4,0
"Maryvale Road Athelstone SA 5076",450000,2006-04-28,2037,157," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",3,1,1,1,1
"Maryvale Road Athelstone SA 5076",374000,2008-08-14,325,134,"",0,0,0,0,0
"Maryvale Road Athelstone SA 5076",357000,2009-01-22,239,116,"",0,0,0,0,0
"Maryvale Road Athelstone SA 5076",345000,2009-01-16,238,116," 3 Beds, 2 Baths, 1 Car Spaces",3,2,1,0,0
"Maryvale Road Athelstone SA 5076",381000,2008-05-22,249,116," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Maryvale Road Athelstone SA 5076",367500,2008-05-30,341,104,"",0,0,0,0,0
"Maryvale Road Athelstone SA 5076",220000,2008-11-10,655,129,"",0,0,0,0,0
"Matthew Court Athelstone SA 5076",279000,2006-05-26,426,120," 3 Beds, 1 Baths, 2 Car Spaces, 1 Lock Up Garages",3,1,2,1,0
"Meadowvale Road Athelstone SA 5076",333000,2009-03-30,653,107," 4 Beds, 2 Baths, 2 Car Spaces",4,2,2,0,0
"Meadowvale Road Athelstone SA 5076",370000,2008-09-19,821,119," 3 Beds, 1 Baths, 1 Ensuites",3,1,0,0,1
"Meadowvale Road Athelstone SA 5076",315500,2009-02-27,756,133," 4 Beds, 2 Baths, 1 Car Spaces, 2 Lock Up Garages",4,2,1,2,0
"Meadowvale Road Athelstone SA 5076",453000,2008-09-02,1061,170," 4 Beds, 2 Baths, 2 Car Spaces, 1 Lock Up Garages",4,2,2,1,0
"Meadowvue Road Athelstone SA 5076",385000,2009-10-29,681,147," 4 Beds, 1 Baths, 1 Car Spaces",4,1,1,0,0
"Meadowvue Road Athelstone SA 5076",356000,2008-09-30,689,94," 3 Beds, 1 Baths, 2 Car Spaces, 2 Lock Up Garages",3,1,2,2,0
"Meadowvue Road Athelstone SA 5076",370000,2007-10-11,700,129," 4 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",4,1,1,1,0
"Meath Avenue Athelstone SA 5076",382500,2009-03-09,386,147," 3 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",3,2,1,1,1
"Meath Avenue Athelstone SA 5076",295000,2008-11-13,454,99," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Melaleuca Drive Athelstone SA 5076",430000,2006-05-31,606,196," 4 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",4,2,1,1,1
"Melaleuca Drive Athelstone SA 5076",381000,2007-01-29,586,200," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages",4,2,2,2,0
"Melaleuca Drive Athelstone SA 5076",540000,2009-02-27,621,314," 4 Beds, 3 Baths, 2 Car Spaces, 2 Lock Up Garages",4,3,2,2,0
"Mepsted Crescent Athelstone SA 5076",285000,2006-05-08,603,104," 3 Beds, 1 Baths, 2 Car Spaces, 1 Lock Up Garages",3,1,2,1,0
"Milan Court Athelstone SA 5076",310000,2009-08-20,572,108," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Milan Court Athelstone SA 5076",455000,2008-06-25,592,226," 5 Beds, 3 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",5,3,1,1,1
"Milan Court Athelstone SA 5076",392000,2007-12-10,715,137," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Montacute Road Athelstone SA 5076",603500,2008-12-12,962,256," 4 Beds, 1 Baths, 3 Lock Up Garages",4,1,0,3,0
"Montacute Road Athelstone SA 5076",4e+05,2006-11-23,941,186," 4 Beds, 1 Ensuites",4,0,0,0,1
"Montacute Road Athelstone SA 5076",435000,2009-03-19,350,172," 3 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,2,2,2,1
"Naomi Way Athelstone SA 5076",383500,2006-05-17,788,187," 4 Beds, 2 Baths, 2 Car Spaces, 1 Lock Up Garages",4,2,2,1,0
"Naomi Way Athelstone SA 5076",40000,2008-09-24,613,185," 4 Beds, 2 Baths",4,2,0,0,0
"Naomi Way Athelstone SA 5076",406000,2008-07-25,560,150," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Naomi Way Athelstone SA 5076",559000,2008-10-23,562,239," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Naomi Way Athelstone SA 5076",490000,2007-10-19,410,163," 2 Ensuites",0,0,0,0,2
"Nathaniel Drive Athelstone SA 5076",461000,2006-10-26,573,196," 4 Beds, 2 Baths, 2 Car Spaces, 1 Ensuites",4,2,2,0,1
"Nestor Street Athelstone SA 5076",340000,2007-07-03,589,188," 4 Beds, 3 Baths, 8 Car Spaces, 8 Lock Up Garages, 1 Ensuites",4,3,8,8,1
"Parkview Place Athelstone SA 5076",495000,2006-01-25,459,245," 4 Beds, 3 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,3,2,2,1
"Parkview Place Athelstone SA 5076",392500,2006-10-18,349,182," 3 Beds, 1 Baths, 1 Lock Up Garages, 1 Ensuites",3,1,0,1,1
"Parkway Avenue Athelstone SA 5076",330000,2006-12-18,854,223," 3 Beds, 1 Baths, 2 Car Spaces",3,1,2,0,0
"Patrick Street Athelstone SA 5076",320000,2006-09-01,567,142," 3 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",3,2,1,1,1
"Pontiac Court Athelstone SA 5076",374000,2007-08-09,600,195," 3 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,2,2,2,1
"Prosperity Way Athelstone SA 5076",457000,2007-05-31,740,298," 3 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,2,2,2,1
"Prosperity Way Athelstone SA 5076",437000,2007-03-19,734,218," 4 Beds, 2 Baths, 2 Lock Up Garages, 1 Ensuites",4,2,0,2,1
"Prosperity Way Athelstone SA 5076",417500,2008-01-03,406,190," 3 Beds, 1 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,1,2,2,1
"Prosperity Way Athelstone SA 5076",560000,2009-10-19,812,207," 4 Beds, 2 Baths, 2 Lock Up Garages, 1 Ensuites",4,2,0,2,1
"Quondong Avenue Athelstone SA 5076",437011,2009-02-20,736,136," 5 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages",5,2,2,2,0
"Quondong Avenue Athelstone SA 5076",285000,2006-10-13,698,124," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Quondong Avenue Athelstone SA 5076",465000,2009-04-09,695,136," 4 Beds, 2 Baths, 1 Car Spaces, 1 Ensuites",4,2,1,0,1
"Raymond Avenue Athelstone SA 5076",475000,2009-08-11,702,235," 3 Beds, 1 Baths, 2 Car Spaces, 2 Lock Up Garages",3,1,2,2,0
"Raymond Avenue Athelstone SA 5076",407000,2008-01-22,700,143," 3 Beds, 1 Baths, 2 Car Spaces, 1 Lock Up Garages",3,1,2,1,0
"Raymond Avenue Athelstone SA 5076",360000,2007-08-15,692,163," 4 Beds, 2 Baths, 1 Ensuites",4,2,0,0,1
"Raymond Avenue Athelstone SA 5076",405000,2008-10-23,697,129," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"River Drive Athelstone SA 5076",520000,2007-09-30,571,243," 3 Beds, 2 Baths",3,2,0,0,0
"Robert Street Athelstone SA 5076",272000,2007-11-15,445,100," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Robert Street Athelstone SA 5076",324000,2008-02-19,419,118," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Robert Street Athelstone SA 5076",310000,2007-06-17,583,134," 5 Beds, 2 Baths, 1 Car Spaces, 1 Ensuites",5,2,1,0,1
"Robert-Emery Court Athelstone SA 5076",520000,2006-06-13,812,246," 4 Beds, 1 Baths, 1 Lock Up Garages, 1 Ensuites",4,1,0,1,1
"Roger Court Athelstone SA 5076",590000,2007-11-29,772,246," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Rosemary Avenue Athelstone SA 5076",328000,2006-04-24,689,158," 3 Beds, 1 Baths, 3 Car Spaces, 3 Lock Up Garages",3,1,3,3,0
"Rosemary Avenue Athelstone SA 5076",590000,2008-04-30,600,322," 8 Beds, 4 Baths, 2 Car Spaces, 4 Lock Up Garages, 2 Ensuites",8,4,2,4,2
"Russell Road Athelstone SA 5076",5e+05,2007-07-19,1650,122," 3 Beds, 1 Baths, 2 Car Spaces, 2 Lock Up Garages",3,1,2,2,0
"Russell Road Athelstone SA 5076",230000,2007-02-15,1071,150," 3 Beds, 2 Baths, 2 Lock Up Garages, 1 Ensuites",3,2,0,2,1
"Russell Road Athelstone SA 5076",450000,2009-05-27,1079,147," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Ryan Avenue Athelstone SA 5076",3e+05,2009-03-03,704,106," 3 Beds, 1 Baths, 2 Car Spaces",3,1,2,0,0
"Ryan Avenue Athelstone SA 5076",122500,2006-05-10,732,148," 5 Beds, 2 Baths, 1 Car Spaces",5,2,1,0,0
"Saxon Street Athelstone SA 5076",440000,2008-03-28,634,174," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Schulze Court Athelstone SA 5076",307500,2007-07-23,680,112," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Schulze Road Athelstone SA 5076",283000,2006-08-24,804,142," 4 Beds, 1 Baths, 3 Car Spaces",4,1,3,0,0
"Schulze Road Athelstone SA 5076",366000,2008-05-27,669,112," 3 Beds, 1 Car Spaces",3,0,1,0,0
"Schulze Road Athelstone SA 5076",408000,2008-10-30,624,130," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Schulze Road Athelstone SA 5076",285000,2006-09-13,708,108," 2 Beds, 1 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",2,1,2,2,1
"Schulze Road Athelstone SA 5076",595000,2008-11-20,350,197," 3 Beds, 2 Baths, 4 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,2,4,2,1
"Schulze Road Athelstone SA 5076",442500,2006-06-21,350,197," 1 Ensuites",0,0,0,0,1
"Schulze Road Athelstone SA 5076",395000,2008-10-29,611,151," 4 Beds, 1 Baths, 3 Car Spaces, 3 Lock Up Garages",4,1,3,3,0
"Seneca Court Athelstone SA 5076",430000,2007-05-18,571,354," 5 Beds, 3 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",5,3,2,2,1
"Seneca Court Athelstone SA 5076",420000,2009-07-16,659,155," 3 Beds, 2 Baths, 2 Lock Up Garages, 1 Ensuites",3,2,0,2,1
