"street","sale_price","sale_date","area","eq_area","atts","beds","baths","car_space","garage","ensuite"
"Irene Avenue Hope Valley SA 5090",176000,2002-11-25,676,136," 6 Beds, 2 Baths",6,2,0,0,0
"Italia Street Hope Valley SA 5090",39000,2002-06-04,677,117,"",0,0,0,0,0
"Italia Street Hope Valley SA 5090",260000,2003-02-25,798,226,"",0,0,0,0,0
"John Ramsay Circuit Hope Valley SA 5090",260000,2005-07-06,522,156," 3 Beds, 1 Baths, 1 Ensuites",3,1,0,0,1
"John Ramsay Circuit Hope Valley SA 5090",355000,2004-10-20,805,223," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"John Ramsay Circuit Hope Valley SA 5090",399000,2005-11-30,734,209," 5 Beds, 2 Baths, 2 Car Spaces, 1 Ensuites",5,2,2,0,1
"John Ramsay Circuit Hope Valley SA 5090",375000,2005-02-18,484,231," 4 Beds, 1 Baths, 1 Ensuites",4,1,0,0,1
"John Ramsay Circuit Hope Valley SA 5090",345000,2006-09-19,451,166," 3 Beds, 2 Baths, 2 Car Spaces, 1 Ensuites",3,2,2,0,1
"John Ramsay Circuit Hope Valley SA 5090",310000,2003-01-04,617,209," 3 Beds, 2 Baths, 2 Car Spaces, 1 Ensuites",3,2,2,0,1
"John Ramsay Circuit Hope Valley SA 5090",240000,2002-07-31,450,190," 3 Beds, 2 Car Spaces, 1 Ensuites",3,0,2,0,1
"John Ramsay Circuit Hope Valley SA 5090",270000,2005-06-22,469,182," 3 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,2,2,2,1
"John Ramsay Circuit Hope Valley SA 5090",335000,2006-05-09,507,206," 3 Beds, 2 Baths, 1 Ensuites",3,2,0,0,1
"John Ramsay Circuit Hope Valley SA 5090",195000,2001-02-20,629,200," 4 Beds, 2 Lock Up Garages, 1 Ensuites",4,0,0,2,1
"Kennington Road Hope Valley SA 5090",260000,2006-11-03,860,99," 3 Beds, 1 Baths, 4 Car Spaces",3,1,4,0,0
"Kennington Road Hope Valley SA 5090",272000,2005-12-16,864,119," 4 Beds, 2 Baths, 2 Car Spaces",4,2,2,0,0
"Kennington Road Hope Valley SA 5090",140000,2001-09-27,886,135," 3 Beds, 1 Baths, 3 Car Spaces",3,1,3,0,0
"Kennington Road Hope Valley SA 5090",1e+05,2001-03-30,909,116," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Kennington Road Hope Valley SA 5090",270000,2006-09-08,811,120," 3 Beds, 1 Baths, 3 Car Spaces",3,1,3,0,0
"Kennington Road Hope Valley SA 5090",108000,2000-08-24,843,110," 4 Beds, 1 Baths",4,1,0,0,0
"Kennington Road Hope Valley SA 5090",285000,2006-09-04,811,119," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Kennington Road Hope Valley SA 5090",211000,2004-08-11,835,124," 3 Beds, 1 Baths, 2 Car Spaces, 1 Ensuites",3,1,2,0,1
"Kennington Road Hope Valley SA 5090",277000,2003-11-27,808,198," 3 Beds, 3 Car Spaces",3,0,3,0,0
"Kennington Road Hope Valley SA 5090",205000,2005-06-29,464,101," 3 Beds, 1 Baths, 2 Car Spaces",3,1,2,0,0
"Kennington Road Hope Valley SA 5090",133000,2001-07-31,779,138," 3 Beds, 1 Car Spaces, 2 Lock Up Garages",3,0,1,2,0
"Kennington Road Hope Valley SA 5090",230000,2006-08-31,805,109," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Keystone Avenue Hope Valley SA 5090",185000,2003-11-20,974,101," 2 Beds, 1 Baths, 1 Lock Up Garages",2,1,0,1,0
"Keystone Avenue Hope Valley SA 5090",123000,2005-05-05,965,103," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Keystone Avenue Hope Valley SA 5090",115000,2001-10-18,949,103," 3 Beds, 1 Baths, 4 Car Spaces",3,1,4,0,0
"Keystone Avenue Hope Valley SA 5090",153000,2004-02-26,586,103,"",0,0,0,0,0
"Keystone Avenue Hope Valley SA 5090",205000,2005-11-10,1009,103," 3 Beds, 1 Baths, 2 Car Spaces",3,1,2,0,0
"Keystone Avenue Hope Valley SA 5090",235000,2006-05-29,1021,120,"",0,0,0,0,0
"Keystone Avenue Hope Valley SA 5090",115000,2001-01-18,508,114,"",0,0,0,0,0
"Kingston Avenue Hope Valley SA 5090",249000,2005-12-15,700,140," 4 Beds, 1 Baths, 1 Car Spaces",4,1,1,0,0
"Kingston Avenue Hope Valley SA 5090",210000,2003-09-05,720,126," 3 Beds, 1 Baths",3,1,0,0,0
"Korong Street Hope Valley SA 5090",235000,2003-04-11,640,162," 4 Beds, 1 Baths",4,1,0,0,0
"Korong Street Hope Valley SA 5090",225000,2002-08-23,1121,200,"",0,0,0,0,0
"Lagonik Drive Hope Valley SA 5090",33000,2003-02-26,663,126," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Lagonik Drive Hope Valley SA 5090",158000,2002-07-02,716,108," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Leeds Avenue Hope Valley SA 5090",240000,2005-11-14,898,143," 4 Beds, 1 Baths, 2 Car Spaces, 1 Lock Up Garages",4,1,2,1,0
"Leeds Avenue Hope Valley SA 5090",315000,2004-08-16,819,252,"",0,0,0,0,0
"Leeds Avenue Hope Valley SA 5090",210874,2002-05-10,833,108,"",0,0,0,0,0
"Leeds Avenue Hope Valley SA 5090",105500,2002-05-03,832,86," 3 Beds, 2 Baths, 1 Car Spaces, 1 Ensuites",3,2,1,0,1
"Leeds Avenue Hope Valley SA 5090",7000,2006-09-01,862,97,"",0,0,0,0,0
"Leeds Avenue Hope Valley SA 5090",233000,2006-10-03,853,96," 3 Beds, 1 Baths, 2 Car Spaces, 1 Lock Up Garages",3,1,2,1,0
"Leonis Avenue Hope Valley SA 5090",155000,2002-09-27,662,104,"",0,0,0,0,0
"Leonis Avenue Hope Valley SA 5090",217000,2002-12-03,665,174," 3 Beds, 2 Car Spaces",3,0,2,0,0
"Leonis Avenue Hope Valley SA 5090",295000,2006-06-08,672,247," 3 Beds, 1 Baths, 2 Car Spaces, 1 Lock Up Garages",3,1,2,1,0
"Leonis Avenue Hope Valley SA 5090",161000,2003-05-09,666,118," 3 Beds, 1 Baths, 2 Car Spaces",3,1,2,0,0
"Madeira Avenue Hope Valley SA 5090",122500,2000-11-17,1916,162," 3 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages",3,2,1,1,0
"Malbec Avenue Hope Valley SA 5090",242000,2004-06-07,955,127," 4 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",4,2,1,1,1
"Malbec Avenue Hope Valley SA 5090",265000,2005-06-09,352,135," 3 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",3,2,1,1,1
"Malbec Avenue Hope Valley SA 5090",120000,2000-05-08,699,112,"",0,0,0,0,0
"Malbec Avenue Hope Valley SA 5090",170000,2003-09-08,828,110," 2 Beds, 1 Baths, 1 Car Spaces",2,1,1,0,0
"Mataro Road Hope Valley SA 5090",260000,2003-08-22,1631,126,"",0,0,0,0,0
"Mataro Road Hope Valley SA 5090",198000,2003-09-26,907,101," 3 Beds, 1 Car Spaces, 2 Lock Up Garages",3,0,1,2,0
"Mataro Road Hope Valley SA 5090",272500,2006-09-22,1032,128," 3 Beds, 1 Baths, 4 Car Spaces",3,1,4,0,0
"Mataro Road Hope Valley SA 5090",70549,2001-04-11,1028,193," 5 Beds, 2 Baths",5,2,0,0,0
"Mataro Road Hope Valley SA 5090",315000,2006-01-16,2058,174," 3 Beds, 2 Baths, 2 Car Spaces",3,2,2,0,0
"Mataro Road Hope Valley SA 5090",176300,2003-06-27,297,118," 2 Beds, 1 Baths, 3 Car Spaces, 1 Lock Up Garages",2,1,3,1,0
"Mataro Road Hope Valley SA 5090",153000,2002-11-29,920,130,"",0,0,0,0,0
"Mataro Road Hope Valley SA 5090",110000,2003-06-26,844,93," 4 Beds, 2 Baths",4,2,0,0,0
"Mataro Road Hope Valley SA 5090",174000,2002-12-30,785,168," 4 Beds, 2 Baths, 2 Car Spaces",4,2,2,0,0
"Mataro Road Hope Valley SA 5090",278500,2003-09-24,793,136," 4 Beds, 1 Baths, 1 Car Spaces, 2 Lock Up Garages",4,1,1,2,0
"Mataro Road Hope Valley SA 5090",3e+05,2002-04-19,1493,204," 4 Beds, 2 Baths, 4 Car Spaces, 1 Ensuites",4,2,4,0,1
"Mataro Road Hope Valley SA 5090",244000,2004-04-02,759,106," 3 Beds, 1 Baths",3,1,0,0,0
"Matthews Street Hope Valley SA 5090",232000,2004-10-25,855,102," 3 Beds, 1 Lock Up Garages",3,0,0,1,0
"Matthews Street Hope Valley SA 5090",186000,2003-11-20,829,96," 3 Beds, 2 Baths, 3 Car Spaces, 1 Lock Up Garages, 1 Ensuites",3,2,3,1,1
"Matthews Street Hope Valley SA 5090",110500,2001-11-13,704,104," 4 Beds, 1 Lock Up Garages",4,0,0,1,0
"Mayfred Avenue Hope Valley SA 5090",280000,2004-12-23,781,179," 3 Beds, 2 Baths, 1 Ensuites",3,2,0,0,1
"Mayfred Avenue Hope Valley SA 5090",80000,2003-04-04,1225,121," 4 Beds, 1 Baths, 2 Lock Up Garages",4,1,0,2,0
"Mayfred Avenue Hope Valley SA 5090",310000,2005-06-24,788,145," 4 Beds, 2 Baths, 1 Car Spaces, 1 Ensuites",4,2,1,0,1
"Mayfred Avenue Hope Valley SA 5090",90000,2000-07-19,839,139,"",0,0,0,0,0
"Mayfred Avenue Hope Valley SA 5090",284000,2003-08-06,1394,207," 4 Beds, 2 Baths, 1 Ensuites",4,2,0,0,1
"Mayfred Avenue Hope Valley SA 5090",220000,2004-10-06,772,170," 3 Beds",3,0,0,0,0
"Mccubbin Avenue Hope Valley SA 5090",220000,2003-10-23,717,132," 3 Beds",3,0,0,0,0
"Mccubbin Avenue Hope Valley SA 5090",38000,2001-06-01,647,95,"",0,0,0,0,0
"Menzies Avenue Hope Valley SA 5090",155000,2002-02-07,656,128," 3 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,2,2,2,1
"Menzies Avenue Hope Valley SA 5090",169200,2002-04-03,648,143," 3 Beds",3,0,0,0,0
"Merbein Avenue Hope Valley SA 5090",150000,2003-12-23,620,98,"",0,0,0,0,0
"Merbein Avenue Hope Valley SA 5090",227500,2006-06-23,562,97," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Merbein Avenue Hope Valley SA 5090",135000,2002-08-05,564,97," 3 Beds, 1 Baths",3,1,0,0,0
"Namatjira Avenue Hope Valley SA 5090",165000,2002-06-21,611,116," 3 Beds, 1 Baths, 2 Car Spaces",3,1,2,0,0
"Namatjira Avenue Hope Valley SA 5090",225000,2004-11-29,655,143," 3 Beds, 1 Baths, 2 Car Spaces",3,1,2,0,0
"Narelle Court Hope Valley SA 5090",103000,2001-05-29,633,126," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Narelle Court Hope Valley SA 5090",22000,2006-02-26,796,140," 4 Beds, 1 Baths, 2 Car Spaces",4,1,2,0,0
"Narelle Court Hope Valley SA 5090",182500,2002-10-04,644,119,"",0,0,0,0,0
"Pantowora Drive Hope Valley SA 5090",247500,2005-06-30,792,143," 2 Beds, 2 Baths, 3 Car Spaces, 1 Ensuites",2,2,3,0,1
"Pantowora Drive Hope Valley SA 5090",215000,2006-10-04,714,137," 3 Beds, 1 Baths, 1 Car Spaces, 2 Lock Up Garages",3,1,1,2,0
"Pantowora Drive Hope Valley SA 5090",427000,2005-12-16,1093,251," 1 Ensuites",0,0,0,0,1
"Pantowora Drive Hope Valley SA 5090",240000,2001-10-03,1021,184," 4 Beds, 2 Baths",4,2,0,0,0
"Pantowora Drive Hope Valley SA 5090",333000,2005-05-17,664,184," 3 Beds, 2 Baths, 2 Car Spaces, 1 Ensuites",3,2,2,0,1
"Pantowora Drive Hope Valley SA 5090",335000,2004-04-29,668,218," 4 Beds, 2 Baths",4,2,0,0,0
"Pantowora Drive Hope Valley SA 5090",310000,2005-03-11,702,150," 3 Beds, 2 Baths, 1 Car Spaces",3,2,1,0,0
"Pantowora Drive Hope Valley SA 5090",229000,2000-11-03,703,237,"",0,0,0,0,0
"Parcoola Avenue Hope Valley SA 5090",205000,2004-08-30,495,128," 3 Beds, 1 Baths, 2 Car Spaces",3,1,2,0,0
"Parcoola Avenue Hope Valley SA 5090",152000,2001-12-07,713,131," 4 Beds, 2 Baths, 1 Lock Up Garages, 1 Ensuites",4,2,0,1,1
"Parcoola Avenue Hope Valley SA 5090",5000,2003-01-03,690,95," 3 Beds",3,0,0,0,0
"Parcoola Avenue Hope Valley SA 5090",275500,2003-08-28,792,181," 3 Beds, 1 Baths, 2 Car Spaces, 1 Lock Up Garages",3,1,2,1,0
"Parilla Avenue Hope Valley SA 5090",210000,2004-12-16,696,123," 3 Beds, 1 Baths",3,1,0,0,0
"Parilla Avenue Hope Valley SA 5090",150000,2001-12-07,702,124," 3 Beds, 2 Lock Up Garages",3,0,0,2,0
"Parilla Avenue Hope Valley SA 5090",190000,2005-02-10,708,107," 3 Beds, 1 Baths",3,1,0,0,0
"Pavonis Avenue Hope Valley SA 5090",140000,2001-07-17,695,128," 4 Beds, 2 Baths, 1 Car Spaces",4,2,1,0,0
"Payne Street Hope Valley SA 5090",152000,2002-08-16,604,109," 3 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",3,2,1,1,1
"Payne Street Hope Valley SA 5090",146000,2000-12-15,702,132," 3 Beds, 2 Baths, 1 Car Spaces",3,2,1,0,0
"Payne Street Hope Valley SA 5090",338500,2005-08-24,598,211," 3 Beds, 2 Baths, 2 Car Spaces",3,2,2,0,0
"Pegasi Avenue Hope Valley SA 5090",130000,2000-12-08,741,102,"",0,0,0,0,0
"Pegasi Avenue Hope Valley SA 5090",210000,2005-02-23,736,91," 4 Beds, 1 Baths, 2 Car Spaces",4,1,2,0,0
"Pegasi Avenue Hope Valley SA 5090",198000,2006-04-19,699,104," 3 Beds, 1 Baths, 2 Car Spaces",3,1,2,0,0
"Pegasi Avenue Hope Valley SA 5090",205000,2004-01-28,720,142," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Pegasi Avenue Hope Valley SA 5090",158000,2002-01-16,699,152,"",0,0,0,0,0
"Pegasi Avenue Hope Valley SA 5090",212000,2004-06-25,688,102," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Pegasi Avenue Hope Valley SA 5090",225000,2006-07-10,710,144," 4 Beds, 1 Baths",4,1,0,0,0
"Pegasi Avenue Hope Valley SA 5090",325000,2003-10-30,1363,172," 4 Beds, 1 Baths, 1 Car Spaces, 2 Lock Up Garages",4,1,1,2,0
"Pegasi Avenue Hope Valley SA 5090",145000,2003-12-31,710,126,"",0,0,0,0,0
"Pegasi Avenue Hope Valley SA 5090",153500,2002-11-08,698,108," 3 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",3,1,1,1,0
"Pegasi Avenue Hope Valley SA 5090",120000,2001-07-26,944,127," 4 Beds, 1 Baths, 2 Car Spaces",4,1,2,0,0
"Pinara Street Hope Valley SA 5090",218000,2000-05-19,810,228," 5 Beds, 2 Baths, 2 Car Spaces, 1 Lock Up Garages, 1 Ensuites",5,2,2,1,1
"Pinara Street Hope Valley SA 5090",340000,2005-03-16,654,200," 3 Beds, 1 Baths",3,1,0,0,0
"Pinara Street Hope Valley SA 5090",186500,2003-07-10,275,104,"",0,0,0,0,0
"Pompoota Road Hope Valley SA 5090",250000,2003-06-19,1112,173," 4 Beds, 2 Baths, 2 Car Spaces, 1 Ensuites",4,2,2,0,1
"Pompoota Road Hope Valley SA 5090",210000,2003-10-17,749,104," 3 Beds, 2 Baths, 4 Car Spaces, 1 Lock Up Garages",3,2,4,1,0
"Pompoota Road Hope Valley SA 5090",95000,2000-02-29,746,132,"",0,0,0,0,0
"Pompoota Road Hope Valley SA 5090",230000,2005-10-26,750,128," 3 Beds, 1 Baths, 2 Car Spaces",3,1,2,0,0
"Pompoota Road Hope Valley SA 5090",295000,2004-06-15,760,183," 5 Beds, 2 Baths",5,2,0,0,0
"Pompoota Road Hope Valley SA 5090",150000,2006-09-28,741,143,"",0,0,0,0,0
"Pope Crescent Hope Valley SA 5090",185000,2002-10-24,729,118," 3 Beds, 3 Car Spaces",3,0,3,0,0
"Pope Crescent Hope Valley SA 5090",135000,2001-08-15,691,151," 3 Beds",3,0,0,0,0
"Pope Crescent Hope Valley SA 5090",129000,2001-08-02,614,95,"",0,0,0,0,0
"Pro Hart Court Hope Valley SA 5090",156250,2001-08-06,627,145," 4 Beds, 2 Baths, 1 Car Spaces, 1 Lock Up Garages, 1 Ensuites",4,2,1,1,1
"Pro Hart Court Hope Valley SA 5090",155000,2000-06-19,606,187," 4 Beds, 2 Baths",4,2,0,0,0
"Pro Hart Court Hope Valley SA 5090",175100,2002-08-05,639,144," 3 Beds, 1 Baths, 1 Car Spaces, 2 Lock Up Garages",3,1,1,2,0
"Pro Hart Court Hope Valley SA 5090",180000,2001-05-11,594,184," 3 Beds, 2 Baths, 1 Car Spaces, 1 Ensuites",3,2,1,0,1
"Pro Hart Court Hope Valley SA 5090",163000,2002-02-28,603,146," 3 Beds, 2 Lock Up Garages",3,0,0,2,0
"Reeves Court Hope Valley SA 5090",405000,2004-05-07,1000,254," 5 Beds, 2 Baths, 4 Car Spaces, 1 Ensuites",5,2,4,0,1
"Reservoir Road Hope Valley SA 5090",112000,2000-01-07,1864,90,"",0,0,0,0,0
"Reservoir Road Hope Valley SA 5090",405000,2000-01-27,6700,147,"",0,0,0,0,0
"Reservoir Road Hope Valley SA 5090",170000,2004-09-27,251,85," 2 Beds, 1 Baths, 1 Car Spaces",2,1,1,0,0
"Reservoir Road Hope Valley SA 5090",185500,2003-10-02,673,108," 3 Beds, 1 Baths, 2 Car Spaces",3,1,2,0,0
"Reservoir Road Hope Valley SA 5090",133000,2003-05-23,799,98," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Reservoir Road Hope Valley SA 5090",315000,2005-03-18,1330,130," 3 Beds, 2 Baths, 4 Car Spaces",3,2,4,0,0
"Reservoir Road Hope Valley SA 5090",196000,2004-07-14,170,94," 2 Beds, 1 Baths, 1 Lock Up Garages",2,1,0,1,0
"Reservoir Road Hope Valley SA 5090",225000,2000-05-17,1200,292," 1 Ensuites",0,0,0,0,1
"Reservoir Road Hope Valley SA 5090",65000,2000-07-27,239,96," 2 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",2,1,1,1,0
"Ricci Court Hope Valley SA 5090",198000,2002-04-09,707,175,"",0,0,0,0,0
"Ricci Court Hope Valley SA 5090",270000,2002-10-24,608,220," 3 Beds, 2 Baths, 1 Car Spaces",3,2,1,0,0
"Richmond Road Hope Valley SA 5090",107000,2000-07-19,699,112," 3 Beds, 2 Baths",3,2,0,0,0
"Richmond Road Hope Valley SA 5090",268000,2006-01-05,693,174," 5 Beds, 1 Baths, 2 Car Spaces",5,1,2,0,0
"Roberts Crescent Hope Valley SA 5090",132000,2002-03-18,613,117," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Roberts Crescent Hope Valley SA 5090",117000,2000-07-30,618,160," 3 Beds, 1 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,1,2,2,1
"Roberts Crescent Hope Valley SA 5090",228000,2004-10-14,635,107," 4 Beds, 2 Baths, 1 Lock Up Garages, 1 Ensuites",4,2,0,1,1
"Roberts Crescent Hope Valley SA 5090",240000,2004-03-25,602,175," 3 Beds, 2 Baths, 2 Car Spaces",3,2,2,0,0
"Roberts Crescent Hope Valley SA 5090",265000,2004-12-13,610,174," 4 Beds, 2 Baths, 1 Ensuites",4,2,0,0,1
"Robin Terrace Hope Valley SA 5090",18400,2001-12-24,713,119," 3 Beds, 1 Baths, 2 Car Spaces",3,1,2,0,0
"Ruby Street Hope Valley SA 5090",182000,2000-06-30,580,165,"",0,0,0,0,0
"Scullin Crescent Hope Valley SA 5090",260000,2003-10-14,659,158," 4 Beds, 2 Baths",4,2,0,0,0
"Scullin Crescent Hope Valley SA 5090",272000,2003-09-05,649,166," 3 Beds, 2 Baths, 1 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,2,1,2,1
"Scullin Crescent Hope Valley SA 5090",235000,2004-04-07,613,136," 3 Beds, 1 Baths",3,1,0,0,0
"Shields Court Hope Valley SA 5090",278250,2000-12-18,742,310," 4 Beds, 2 Baths, 1 Ensuites",4,2,0,0,1
"Shields Court Hope Valley SA 5090",350000,2005-05-16,529,219," 4 Beds, 2 Baths, 2 Lock Up Garages, 1 Ensuites",4,2,0,2,1
"Sirius Avenue Hope Valley SA 5090",287500,2005-06-07,409,143," 1 Ensuites",0,0,0,0,1
"Sirius Avenue Hope Valley SA 5090",635000,2001-09-03,7700,168,"",0,0,0,0,0
"Tarana Road Hope Valley SA 5090",190000,2003-07-31,713,113," 3 Beds, 1 Baths, 2 Car Spaces, 1 Lock Up Garages",3,1,2,1,0
"Tarana Road Hope Valley SA 5090",248000,2004-10-14,708,161," 3 Beds, 1 Baths",3,1,0,0,0
"Tarana Road Hope Valley SA 5090",330000,2005-06-16,737,217," 4 Beds, 3 Baths, 2 Car Spaces, 1 Lock Up Garages",4,3,2,1,0
"Tolley Road Hope Valley SA 5090",130000,2002-08-23,755,102," 3 Beds, 1 Car Spaces",3,0,1,0,0
"Tolley Road Hope Valley SA 5090",1e+05,2000-07-21,585,116," 3 Beds",3,0,0,0,0
"Tolley Road Hope Valley SA 5090",257000,2006-10-24,696,123," 3 Beds, 1 Baths, 2 Car Spaces",3,1,2,0,0
"Tolley Road Hope Valley SA 5090",152000,2003-03-28,807,115,"",0,0,0,0,0
"Tolley Road Hope Valley SA 5090",238000,2006-09-21,693,93," 3 Beds, 1 Baths, 2 Car Spaces",3,1,2,0,0
"Toovis Avenue Hope Valley SA 5090",212000,2003-08-28,733,116," 3 Beds, 1 Baths",3,1,0,0,0
"Topaz Court Hope Valley SA 5090",276000,2006-11-02,481,124," 3 Beds, 1 Baths",3,1,0,0,0
"Topaz Court Hope Valley SA 5090",438000,2006-03-06,580,233," 4 Beds, 2 Baths, 1 Ensuites",4,2,0,0,1
"Trafford Road Hope Valley SA 5090",50000,2000-11-24,512,158," 1 Ensuites",0,0,0,0,1
"Trafford Road Hope Valley SA 5090",248000,2002-06-20,512,195," 4 Beds, 2 Baths, 2 Lock Up Garages, 1 Ensuites",4,2,0,2,1
"Trentbridge Road Hope Valley SA 5090",307500,2004-07-29,608,201," 3 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,2,2,2,1
"Tyner Court Hope Valley SA 5090",220000,2005-02-25,956,102," 3 Beds, 1 Baths, 1 Car Spaces",3,1,1,0,0
"Tyner Court Hope Valley SA 5090",234000,2005-01-28,756,124," 3 Beds, 2 Baths, 2 Car Spaces, 1 Ensuites",3,2,2,0,1
"Tyner Court Hope Valley SA 5090",275503,2006-02-08,650,146," 5 Beds, 2 Baths, 2 Car Spaces, 1 Lock Up Garages",5,2,2,1,0
"Valley Road Hope Valley SA 5090",125000,2001-06-07,1190,100," 3 Beds, 2 Baths, 1 Lock Up Garages, 1 Ensuites",3,2,0,1,1
"Valley Road Hope Valley SA 5090",380700,2002-11-15,1285,134," 1 Ensuites",0,0,0,0,1
"Valley Road Hope Valley SA 5090",160000,2001-03-01,1290,107," 5 Beds, 1 Baths, 2 Car Spaces, 2 Lock Up Garages",5,1,2,2,0
"Valley Road Hope Valley SA 5090",140000,2002-06-07,780,149," 2 Beds, 1 Baths",2,1,0,0,0
"Valley Road Hope Valley SA 5090",610000,2005-01-27,2030,257," 3 Beds, 1 Car Spaces",3,0,1,0,0
"Valley Road Hope Valley SA 5090",10000,2006-08-01,1760,136,"",0,0,0,0,0
"Waikerie Avenue Hope Valley SA 5090",118000,2000-06-19,760,139,"",0,0,0,0,0
"Waikerie Avenue Hope Valley SA 5090",173522,2004-08-16,912,123," 3 Beds, 1 Baths, 7 Car Spaces, 7 Lock Up Garages",3,1,7,7,0
"Waikerie Avenue Hope Valley SA 5090",113500,2001-01-24,898,118,"",0,0,0,0,0
"Waikerie Avenue Hope Valley SA 5090",147500,2001-09-26,737,122," 4 Beds, 1 Baths, 1 Car Spaces",4,1,1,0,0
"Waikerie Avenue Hope Valley SA 5090",185000,2006-02-10,793,124," 4 Beds, 1 Baths, 1 Car Spaces, 1 Lock Up Garages",4,1,1,1,0
"Waikerie Avenue Hope Valley SA 5090",140000,2002-06-21,754,100,"",0,0,0,0,0
"Waikerie Avenue Hope Valley SA 5090",230000,2005-01-17,705,118,"",0,0,0,0,0
"Waikerie Avenue Hope Valley SA 5090",232000,2003-12-04,718,147," 4 Beds, 2 Baths",4,2,0,0,0
"Waratah Drive Hope Valley SA 5090",125000,2000-10-27,982,140," 3 Beds",3,0,0,0,0
"Weld Crescent Hope Valley SA 5090",90000,2003-11-14,608,150,"",0,0,0,0,0
"Weld Crescent Hope Valley SA 5090",155500,2002-06-21,598,114," 3 Beds, 1 Baths, 2 Lock Up Garages",3,1,0,2,0
"Weld Crescent Hope Valley SA 5090",240000,2003-12-09,571,164," 3 Beds, 1 Baths, 3 Car Spaces, 2 Lock Up Garages",3,1,3,2,0
"Yarrow Crescent Hope Valley SA 5090",230000,2005-11-28,695,118," 3 Beds, 1 Baths, 2 Car Spaces, 2 Lock Up Garages",3,1,2,2,0
"Alesia Court Hope Valley SA 5090",510000,2012-09-20,650,239," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Alexis Street Hope Valley SA 5090",335000,2009-11-16,336,145," 3 Beds, 1 Baths, 5 Car Spaces, 2 Lock Up Garages",3,1,5,2,0
"Alexis Street Hope Valley SA 5090",150000,2010-10-06,336,114," 3 Beds, 1 Baths, 2 Car Spaces",3,1,2,0,0
"Alexis Street Hope Valley SA 5090",419000,2010-07-29,360,168," 3 Beds, 2 Baths, 1 Lock Up Garages, 1 Ensuites",3,2,0,1,1
"Alexis Street Hope Valley SA 5090",350000,2007-10-25,360,168," 3 Beds, 2 Baths, 1 Car Spaces, 1 Ensuites",3,2,1,0,1
"Alexis Street Hope Valley SA 5090",430000,2010-09-03,613,143," 4 Beds, 2 Baths, 2 Lock Up Garages, 1 Ensuites",4,2,0,2,1
"Alexis Street Hope Valley SA 5090",525000,2011-02-08,609,225," 3 Beds, 2 Baths, 1 Car Spaces, 2 Lock Up Garages, 1 Ensuites",3,2,1,2,1
"Alexis Street Hope Valley SA 5090",533000,2012-08-24,617,227," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Almerta Street Hope Valley SA 5090",490000,2009-12-12,611,197," 4 Beds, 2 Baths, 2 Car Spaces, 2 Lock Up Garages, 1 Ensuites",4,2,2,2,1
"Almerta Street Hope Valley SA 5090",377000,2012-02-15,336,143," 3 Beds, 2 Baths, 1 Lock Up Garages, 1 Ensuites",3,2,0,1,1
"Altair Avenue Hope Valley SA 5090",3e+05,2008-12-05,1014,134,"",0,0,0,0,0
"Altair Avenue Hope Valley SA 5090",405000,2010-08-26,1000,120," 3 Beds, 2 Baths, 2 Car Spaces, 1 Ensuites",3,2,2,0,1
